filename,archiveType,proxyObservationType,units
MD98-2165.Levi.2007.lpd,marine sediment,Mg/Ca,Mg/Ca
MD98-2170.Stott.2004.lpd,marine sediment,Mg/Ca,mmol/mol
MD98-2170.Stott.2004.lpd,marine sediment,D18O,per mil VPBD
MD982176.Stott.2004.lpd,marine sediment,D18O,per mil
MD982176.Stott.2004.lpd,marine sediment,Mg/Ca,mmol/mol
MD982181.Khider.2014.lpd,marine sediment,Mg/Ca,mmol/mol
MD982181.Khider.2014.lpd,marine sediment,D18O,per mil
ME0005A-43JC.Benway.2006.lpd,marine sediment,D18O,per mil PDB
ME0005A-43JC.Benway.2006.lpd,marine sediment,D18O,per mil PDB
ME0005A-43JC.Benway.2006.lpd,marine sediment,Mg/Ca,mmol/mol
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,SampleCount,count
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,Segment,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,RingWidth,cm
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,Trsgi,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,TRW,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,Residual,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,ARS,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,Corrs,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,RBar,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,SD,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,SE,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,EPS,NA
NAm-AlmondButterLower.D'Arrigo.2005.lpd,tree,Core,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,SampleCount,count
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,Segment,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,RingWidth,cm
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,Trsgi,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,TRW,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,Residual,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,ARS,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,Corrs,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,RBar,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,SD,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,SE,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,EPS,NA
NAm-AlmondButterUpper.D'Arrigo.2005.lpd,tree,Core,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,SampleCount,count
NAm-Arapahoe.Kienast.1996.lpd,tree,Segment,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,Density,g/cm3
NAm-Arapahoe.Kienast.1996.lpd,tree,MXD,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,Residual,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,ARS,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,Corrs,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,RBar,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,SD,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,SE,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,EPS,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,Core,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,SampleCount,count
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,Segment,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,Density,g/cm3
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,MXD,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,Residual,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,ARS,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,Corrs,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,RBar,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,SD,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,SE,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,EPS,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,Core,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,SampleCount,count
NAm-Athabasca.Schweingruber.1996.lpd,tree,Segment,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,Density,g/cm3
NAm-Athabasca.Schweingruber.1996.lpd,tree,MXD,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,Residual,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,ARS,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,Corrs,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,RBar,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,SD,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,SE,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,EPS,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,Core,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,SampleCount,count
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,Segment,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,Density,g/cm3
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,MXD,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,Residual,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,ARS,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,Corrs,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,RBar,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,SD,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,SE,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,EPS,NA
NAm-AthabascaGlacier.Schweingruber.1996.lpd,tree,Core,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,SampleCount,count
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,Segment,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,Density,g/cm3
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,MXD,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,Residual,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,ARS,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,Corrs,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,RBar,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,SD,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,SE,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,EPS,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,Core,NA
NAm-BakerLake.Hughes.2005.lpd,tree,SampleCount,count
NAm-BakerLake.Hughes.2005.lpd,tree,Segment,NA
NAm-BakerLake.Hughes.2005.lpd,tree,Density,g/cm3
NAm-BakerLake.Hughes.2005.lpd,tree,MXD,NA
NAm-BakerLake.Hughes.2005.lpd,tree,Residual,NA
NAm-BakerLake.Hughes.2005.lpd,tree,ARS,NA
NAm-BakerLake.Hughes.2005.lpd,tree,Corrs,NA
NAm-BakerLake.Hughes.2005.lpd,tree,RBar,NA
NAm-BakerLake.Hughes.2005.lpd,tree,SD,NA
NAm-BakerLake.Hughes.2005.lpd,tree,SE,NA
NAm-BakerLake.Hughes.2005.lpd,tree,EPS,NA
NAm-BakerLake.Hughes.2005.lpd,tree,Core,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,SampleCount,count
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,Segment,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,Density,g/cm3
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,MXD,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,Residual,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,ARS,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,Corrs,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,RBar,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,SD,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,SE,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,EPS,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,Core,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,SampleCount,count
NAm-BellMountain.Schweingruber.1996.lpd,tree,Segment,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,Density,g/cm3
NAm-BellMountain.Schweingruber.1996.lpd,tree,MXD,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,Residual,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,ARS,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,Corrs,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,RBar,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,SD,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,SE,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,EPS,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,Core,NA
NAm-Bennington.Luckman.2001.lpd,tree,SampleCount,count
NAm-Bennington.Luckman.2001.lpd,tree,Segment,NA
NAm-Bennington.Luckman.2001.lpd,tree,RingWidth,cm
NAm-Bennington.Luckman.2001.lpd,tree,Trsgi,NA
NAm-Bennington.Luckman.2001.lpd,tree,TRW,NA
NAm-Bennington.Luckman.2001.lpd,tree,Residual,NA
NAm-Bennington.Luckman.2001.lpd,tree,ARS,NA
NAm-Bennington.Luckman.2001.lpd,tree,Corrs,NA
NAm-Bennington.Luckman.2001.lpd,tree,RBar,NA
NAm-Bennington.Luckman.2001.lpd,tree,SD,NA
NAm-Bennington.Luckman.2001.lpd,tree,SE,NA
NAm-Bennington.Luckman.2001.lpd,tree,EPS,NA
NAm-Bennington.Luckman.2001.lpd,tree,Core,NA
NAm-Bennington.Luckman.2013.lpd,tree,SampleCount,count
NAm-Bennington.Luckman.2013.lpd,tree,Segment,NA
NAm-Bennington.Luckman.2013.lpd,tree,RingWidth,cm
NAm-Bennington.Luckman.2013.lpd,tree,Trsgi,NA
NAm-Bennington.Luckman.2013.lpd,tree,TRW,NA
NAm-Bennington.Luckman.2013.lpd,tree,Residual,NA
NAm-Bennington.Luckman.2013.lpd,tree,ARS,NA
NAm-Bennington.Luckman.2013.lpd,tree,Corrs,NA
NAm-Bennington.Luckman.2013.lpd,tree,RBar,NA
NAm-Bennington.Luckman.2013.lpd,tree,SD,NA
NAm-Bennington.Luckman.2013.lpd,tree,SE,NA
NAm-Bennington.Luckman.2013.lpd,tree,EPS,NA
NAm-Bennington.Luckman.2013.lpd,tree,Core,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,SampleCount,count
NAm-BigBendLake.Jacoby.2003.lpd,tree,Segment,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,Density,g/cm3
NAm-BigBendLake.Jacoby.2003.lpd,tree,MXD,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,Residual,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,ARS,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,Corrs,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,RBar,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,SD,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,SE,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,EPS,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,Core,NA
NAm-BigWhite.Parish.2000.lpd,tree,SampleCount,count
NAm-BigWhite.Parish.2000.lpd,tree,Segment,NA
NAm-BigWhite.Parish.2000.lpd,tree,RingWidth,cm
NAm-BigWhite.Parish.2000.lpd,tree,Trsgi,NA
NAm-BigWhite.Parish.2000.lpd,tree,TRW,NA
NAm-BigWhite.Parish.2000.lpd,tree,Residual,NA
NAm-BigWhite.Parish.2000.lpd,tree,ARS,NA
NAm-BigWhite.Parish.2000.lpd,tree,Corrs,NA
NAm-BigWhite.Parish.2000.lpd,tree,RBar,NA
NAm-BigWhite.Parish.2000.lpd,tree,SD,NA
NAm-BigWhite.Parish.2000.lpd,tree,SE,NA
NAm-BigWhite.Parish.2000.lpd,tree,EPS,NA
NAm-BigWhite.Parish.2000.lpd,tree,Core,NA
NAm-BigWhite2.Wilson.2005.lpd,tree,Trsgi,NA
NAm-BigWhite2.Wilson.2005.lpd,tree,TRW,NA
NAm-BlanchardRiver.Luckman.2013.lpd,tree,Trsgi,NA
NAm-BlanchardRiver.Luckman.2013.lpd,tree,TRW,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,SampleCount,count
NAm-Bonif.Schweingruber.1996.lpd,tree,Segment,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,Density,g/cm3
NAm-Bonif.Schweingruber.1996.lpd,tree,MXD,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,Residual,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,ARS,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,Corrs,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,RBar,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,SD,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,SE,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,EPS,NA
NAm-Bonif.Schweingruber.1996.lpd,tree,Core,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,SampleCount,count
NAm-BorealPlateau.Graumlich.2005.lpd,tree,Segment,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,RingWidth,cm
NAm-BorealPlateau.Graumlich.2005.lpd,tree,Trsgi,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,TRW,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,Residual,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,ARS,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,Corrs,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,RBar,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,SD,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,SE,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,EPS,NA
NAm-BorealPlateau.Graumlich.2005.lpd,tree,Core,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,SampleCount,count
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,Segment,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,RingWidth,cm
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,Trsgi,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,TRW,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,Residual,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,ARS,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,Corrs,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,RBar,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,SD,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,SE,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,EPS,NA
NAm-BowSummit-PeytoLake.Luckman.2005.lpd,tree,Core,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,SampleCount,count
NAm-BurntOver.D'Arrigo.2005.lpd,tree,Segment,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,RingWidth,cm
NAm-BurntOver.D'Arrigo.2005.lpd,tree,Trsgi,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,TRW,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,Residual,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,ARS,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,Corrs,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,RBar,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,SD,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,SE,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,EPS,NA
NAm-BurntOver.D'Arrigo.2005.lpd,tree,Core,NA
NAm-CameronPass.Bigler.2007.lpd,tree,SampleCount,count
NAm-CameronPass.Bigler.2007.lpd,tree,Segment,NA
NAm-CameronPass.Bigler.2007.lpd,tree,RingWidth,cm
NAm-CameronPass.Bigler.2007.lpd,tree,Trsgi,NA
NAm-CameronPass.Bigler.2007.lpd,tree,TRW,NA
NAm-CameronPass.Bigler.2007.lpd,tree,Residual,NA
NAm-CameronPass.Bigler.2007.lpd,tree,ARS,NA
NAm-CameronPass.Bigler.2007.lpd,tree,Corrs,NA
NAm-CameronPass.Bigler.2007.lpd,tree,RBar,NA
NAm-CameronPass.Bigler.2007.lpd,tree,SD,NA
NAm-CameronPass.Bigler.2007.lpd,tree,SE,NA
NAm-CameronPass.Bigler.2007.lpd,tree,EPS,NA
NAm-CameronPass.Bigler.2007.lpd,tree,Core,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,SampleCount,count
NAm-CanyonCreek.Lloyd.2002.lpd,tree,Segment,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,RingWidth,cm
NAm-CanyonCreek.Lloyd.2002.lpd,tree,Trsgi,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,TRW,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,Residual,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,ARS,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,Corrs,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,RBar,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,SD,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,SE,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,EPS,NA
NAm-CanyonCreek.Lloyd.2002.lpd,tree,Core,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,SampleCount,count
NAm-CardinalDivide.Luckman.2001.lpd,tree,Segment,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,RingWidth,cm
NAm-CardinalDivide.Luckman.2001.lpd,tree,Trsgi,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,TRW,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,Residual,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,ARS,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,Corrs,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,RBar,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,SD,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,SE,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,EPS,NA
NAm-CardinalDivide.Luckman.2001.lpd,tree,Core,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,SampleCount,count
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,Segment,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,RingWidth,cm
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,Trsgi,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,TRW,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,Residual,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,ARS,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,Corrs,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,RBar,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,SD,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,SE,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,EPS,NA
NAm-CarltonRidge.Kipfmuller.2008.lpd,tree,Core,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,SampleCount,count
NAm-CeaderBreaks.Briffa.1996.lpd,tree,Segment,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,Density,g/cm3
NAm-CeaderBreaks.Briffa.1996.lpd,tree,MXD,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,Residual,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,ARS,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,Corrs,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,RBar,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,SD,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,SE,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,EPS,NA
NAm-CeaderBreaks.Briffa.1996.lpd,tree,Core,NA
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009.lpd,tree,SampleCount,count
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009.lpd,tree,Segment,NA
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009.lpd,tree,RingWidth,cm
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009.lpd,tree,Trsgi,NA
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009.lpd,tree,TRW,NA
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009.lpd,tree,Residual,NA
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009.lpd,tree,ARS,NA
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009.lpd,tree,Corrs,NA
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009.lpd,tree,RBar,NA
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009.lpd,tree,SD,NA
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009.lpd,tree,SE,NA
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009.lpd,tree,EPS,NA
NAm-CienegadeNuestraSenoradeGuadalupe.Fule.2009.lpd,tree,Core,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,SampleCount,count
NAm-CirquePeak.Graybill.1995.lpd,tree,Segment,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,RingWidth,cm
NAm-CirquePeak.Graybill.1995.lpd,tree,Trsgi,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,TRW,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,Residual,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,ARS,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,Corrs,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,RBar,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,SD,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,SE,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,EPS,NA
NAm-CirquePeak.Graybill.1995.lpd,tree,Core,NA
NAm-ClearPond.Gajewski.1988.lpd,lake sediment,GhostMeasured,NotApplicable
NAm-ConroyLake.Gajewski.1988.lpd,lake sediment,GhostMeasured,NotApplicable
NAm-CoppermineRiver.Jacoby.1989.lpd,tree,SampleCount,count
NAm-CoppermineRiver.Jacoby.1989.lpd,tree,Segment,NA
NAm-CoppermineRiver.Jacoby.1989.lpd,tree,RingWidth,cm
NAm-CoppermineRiver.Jacoby.1989.lpd,tree,Trsgi,NA
NAm-CoppermineRiver.Jacoby.1989.lpd,tree,TRW,NA
NAm-CoppermineRiver.Jacoby.1989.lpd,tree,Residual,NA
NAm-CoppermineRiver.Jacoby.1989.lpd,tree,ARS,NA
NAm-CoppermineRiver.Jacoby.1989.lpd,tree,Corrs,NA
NAm-CoppermineRiver.Jacoby.1989.lpd,tree,RBar,NA
NAm-CoppermineRiver.Jacoby.1989.lpd,tree,SD,NA
NAm-CoppermineRiver.Jacoby.1989.lpd,tree,SE,NA
NAm-CoppermineRiver.Jacoby.1989.lpd,tree,EPS,NA
NAm-CoppermineRiver.Jacoby.1989.lpd,tree,Core,NA
NAm-CornwallHills.Wilson.2005.lpd,tree,SampleCount,count
NAm-CornwallHills.Wilson.2005.lpd,tree,Segment,NA
NAm-CornwallHills.Wilson.2005.lpd,tree,Density,g/cm3
NAm-CornwallHills.Wilson.2005.lpd,tree,MXD,NA
NAm-CornwallHills.Wilson.2005.lpd,tree,Residual,NA
NAm-CornwallHills.Wilson.2005.lpd,tree,ARS,NA
NAm-CornwallHills.Wilson.2005.lpd,tree,Corrs,NA
NAm-CornwallHills.Wilson.2005.lpd,tree,RBar,NA
NAm-CornwallHills.Wilson.2005.lpd,tree,SD,NA
NAm-CornwallHills.Wilson.2005.lpd,tree,SE,NA
NAm-CornwallHills.Wilson.2005.lpd,tree,EPS,NA
NAm-CornwallHills.Wilson.2005.lpd,tree,Core,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,SampleCount,count
NAm-CottonwoodPass.Briffa.1996.lpd,tree,Segment,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,Density,g/cm3
NAm-CottonwoodPass.Briffa.1996.lpd,tree,MXD,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,Residual,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,ARS,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,Corrs,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,RBar,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,SD,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,SE,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,EPS,NA
NAm-CottonwoodPass.Briffa.1996.lpd,tree,Core,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,SampleCount,count
NAm-CraterLakeNE.Briffa.2002.lpd,tree,Segment,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,Density,g/cm3
NAm-CraterLakeNE.Briffa.2002.lpd,tree,MXD,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,Residual,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,ARS,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,Corrs,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,RBar,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,SD,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,SE,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,EPS,NA
NAm-CraterLakeNE.Briffa.2002.lpd,tree,Core,NA
NAm-DanaPlateauInyoNationalForest.King.2000.lpd,tree,SampleCount,count
NAm-DanaPlateauInyoNationalForest.King.2000.lpd,tree,Segment,NA
NAm-DanaPlateauInyoNationalForest.King.2000.lpd,tree,RingWidth,cm
NAm-DanaPlateauInyoNationalForest.King.2000.lpd,tree,Trsgi,NA
NAm-DanaPlateauInyoNationalForest.King.2000.lpd,tree,TRW,NA
NAm-DanaPlateauInyoNationalForest.King.2000.lpd,tree,Residual,NA
NAm-DanaPlateauInyoNationalForest.King.2000.lpd,tree,ARS,NA
NAm-DanaPlateauInyoNationalForest.King.2000.lpd,tree,Corrs,NA
NAm-DanaPlateauInyoNationalForest.King.2000.lpd,tree,RBar,NA
NAm-DanaPlateauInyoNationalForest.King.2000.lpd,tree,SD,NA
NAm-DanaPlateauInyoNationalForest.King.2000.lpd,tree,SE,NA
NAm-DanaPlateauInyoNationalForest.King.2000.lpd,tree,EPS,NA
NAm-DanaPlateauInyoNationalForest.King.2000.lpd,tree,Core,NA
NAm-DarkLake.Gajewski.1988.lpd,lake sediment,GhostMeasured,NotApplicable
